               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 198,            0.028415,           0.0089327,           0.0088176,             0.98067,             0.98445,               0.995,             0.76845,            0.021901,           0.0035769,           0.0050022,           0.0080497,           0.0080497,           0.0080497
                 199,            0.028528,           0.0089189,           0.0075036,             0.89173,                   1,               0.995,             0.75003,            0.023389,           0.0037777,           0.0074194,           0.0080398,           0.0080398,           0.0080398
                 200,            0.029663,           0.0078233,           0.0079982,             0.89075,             0.98006,             0.99341,             0.82381,            0.020195,           0.0034133,           0.0077376,           0.0080299,           0.0080299,           0.0080299
                 201,            0.023451,           0.0078682,           0.0078961,             0.88963,             0.99002,               0.995,             0.70672,            0.025559,            0.003693,           0.0070849,             0.00802,             0.00802,             0.00802
                 202,            0.030583,           0.0074883,            0.012135,              0.9897,                   1,               0.995,             0.83103,             0.01784,           0.0034336,           0.0060324,           0.0080101,           0.0080101,           0.0080101
                 203,            0.019882,           0.0068665,           0.0087626,             0.96061,                   1,               0.995,             0.78211,            0.018835,           0.0036644,           0.0051372,           0.0080002,           0.0080002,           0.0080002
                 204,            0.025066,           0.0081183,           0.0080989,             0.97059,             0.98385,               0.995,             0.84847,            0.022154,           0.0034689,           0.0084202,           0.0079903,           0.0079903,           0.0079903
                 205,            0.028974,            0.007088,            0.010669,             0.95583,             0.97162,               0.995,             0.76378,            0.019248,           0.0035087,           0.0088442,           0.0079804,           0.0079804,           0.0079804
                 206,            0.025475,           0.0090361,           0.0096839,             0.95243,             0.98529,               0.995,             0.81825,            0.022366,           0.0033601,            0.007322,           0.0079705,           0.0079705,           0.0079705
                 207,             0.02837,           0.0083307,           0.0080146,             0.96607,             0.98422,               0.995,             0.73615,            0.018563,           0.0034515,           0.0059717,           0.0079606,           0.0079606,           0.0079606
                 208,            0.023829,           0.0070576,           0.0062358,             0.98656,              0.9858,               0.995,             0.83525,            0.021135,           0.0033175,           0.0049001,           0.0079507,           0.0079507,           0.0079507
                 209,            0.026987,           0.0060817,           0.0078658,             0.96545,              0.9786,               0.995,             0.77771,            0.019192,           0.0034084,           0.0074643,           0.0079408,           0.0079408,           0.0079408
                 210,            0.024935,            0.007957,           0.0097985,             0.98238,             0.99709,               0.995,             0.77905,            0.024127,           0.0035492,           0.0052022,           0.0079309,           0.0079309,           0.0079309
                 211,            0.028047,           0.0082386,           0.0087154,             0.99061,                   1,               0.995,             0.79179,            0.017762,            0.003304,            0.004787,            0.007921,            0.007921,            0.007921
                 212,            0.026846,           0.0089993,            0.011429,              0.9919,                   1,               0.995,             0.78306,            0.024678,           0.0035374,           0.0044611,           0.0079111,           0.0079111,           0.0079111
                 213,            0.029082,           0.0083074,            0.011209,             0.99199,                   1,               0.995,             0.80387,             0.01836,           0.0034655,           0.0042669,           0.0079012,           0.0079012,           0.0079012
                 214,            0.024101,           0.0073151,            0.010989,             0.99324,                   1,               0.995,             0.76633,             0.01991,           0.0033918,           0.0040446,           0.0078913,           0.0078913,           0.0078913
                 215,            0.024602,            0.007855,           0.0062642,             0.99425,                   1,               0.995,             0.78187,            0.025562,           0.0036266,            0.003869,           0.0078814,           0.0078814,           0.0078814
                 216,            0.031702,           0.0078526,           0.0067126,             0.99525,                   1,               0.995,             0.80189,            0.018592,           0.0032503,           0.0038006,           0.0078715,           0.0078715,           0.0078715
                 217,            0.024852,           0.0075144,            0.010384,             0.99534,                   1,               0.995,             0.79535,            0.020544,           0.0034603,           0.0036944,           0.0078616,           0.0078616,           0.0078616
                 218,            0.025547,            0.007995,           0.0083615,             0.99598,                   1,               0.995,             0.74776,            0.018254,           0.0033421,           0.0035628,           0.0078517,           0.0078517,           0.0078517
                 219,            0.026551,           0.0076068,            0.011018,             0.99547,                   1,               0.995,             0.84119,            0.018131,           0.0031826,           0.0035019,           0.0078418,           0.0078418,           0.0078418
                 220,            0.024671,            0.007052,           0.0079401,             0.99479,                   1,               0.995,             0.75091,            0.022601,           0.0034955,            0.003509,           0.0078319,           0.0078319,           0.0078319
                 221,            0.028361,           0.0085323,           0.0091191,             0.99405,             0.97209,               0.995,             0.80648,            0.016079,           0.0033622,           0.0042516,            0.007822,            0.007822,            0.007822
                 222,            0.023156,           0.0071546,           0.0066216,             0.99497,                   1,               0.995,             0.79217,            0.021046,           0.0033731,           0.0033064,           0.0078121,           0.0078121,           0.0078121
                 223,            0.026549,           0.0069771,            0.011878,             0.99119,             0.99907,               0.995,             0.67382,            0.023186,           0.0036195,           0.0033107,           0.0078022,           0.0078022,           0.0078022
                 224,            0.029549,           0.0093156,           0.0082914,             0.98948,             0.99808,               0.995,             0.83021,            0.018602,           0.0032139,           0.0033432,           0.0077923,           0.0077923,           0.0077923
                 225,            0.026711,           0.0075645,           0.0069247,              0.9928,             0.99976,               0.995,             0.73863,            0.022244,           0.0035591,           0.0031817,           0.0077824,           0.0077824,           0.0077824
                 226,            0.024867,           0.0067611,           0.0072408,             0.99527,                   1,               0.995,             0.79584,            0.021798,            0.003269,           0.0032133,           0.0077725,           0.0077725,           0.0077725
                 227,            0.021408,           0.0074227,           0.0090248,             0.99534,                   1,               0.995,             0.78281,            0.017731,           0.0032828,           0.0031307,           0.0077626,           0.0077626,           0.0077626
                 228,             0.02938,           0.0081584,            0.012385,             0.99559,                   1,               0.995,             0.84138,            0.015253,           0.0031713,            0.003038,           0.0077527,           0.0077527,           0.0077527
                 229,            0.021935,           0.0065363,           0.0089829,             0.99606,                   1,               0.995,             0.67747,             0.02663,           0.0036272,           0.0031204,           0.0077428,           0.0077428,           0.0077428
                 230,            0.030438,           0.0070694,           0.0072044,             0.99609,                   1,               0.995,             0.81937,            0.019958,           0.0032638,           0.0034612,           0.0077329,           0.0077329,           0.0077329
                 231,            0.024714,           0.0068494,           0.0085803,             0.98607,             0.98124,               0.995,             0.81126,            0.018648,           0.0033154,           0.0043145,            0.007723,            0.007723,            0.007723
                 232,            0.023786,           0.0071641,           0.0076451,             0.95082,             0.95757,               0.995,             0.77101,             0.02219,           0.0034136,           0.0049955,           0.0077131,           0.0077131,           0.0077131
                 233,            0.027324,           0.0080769,           0.0079479,             0.92592,               0.985,             0.98846,             0.80812,            0.019195,           0.0032685,           0.0057206,           0.0077032,           0.0077032,           0.0077032
                 234,            0.025755,           0.0077228,            0.011361,               0.978,             0.98461,               0.995,             0.83951,            0.016745,           0.0032258,           0.0047706,           0.0076933,           0.0076933,           0.0076933
                 235,            0.022192,           0.0073381,           0.0092852,             0.96178,                   1,             0.99348,             0.74242,            0.021428,            0.003395,           0.0053107,           0.0076834,           0.0076834,           0.0076834
                 236,            0.025163,           0.0069922,           0.0084684,             0.98101,                   1,               0.995,             0.83832,            0.017208,           0.0032563,           0.0060853,           0.0076735,           0.0076735,           0.0076735
                 237,            0.024367,           0.0071302,           0.0068882,             0.98205,             0.99649,               0.995,              0.7763,            0.020303,           0.0033031,           0.0057675,           0.0076636,           0.0076636,           0.0076636
                 238,            0.026048,           0.0074592,           0.0069757,             0.97464,             0.99748,               0.995,             0.81052,            0.020438,           0.0031681,           0.0075218,           0.0076537,           0.0076537,           0.0076537
                 239,            0.023866,           0.0077936,           0.0079252,             0.99406,                   1,               0.995,             0.80626,             0.01871,           0.0032445,           0.0039406,           0.0076438,           0.0076438,           0.0076438
                 240,            0.026826,           0.0074587,           0.0082495,             0.99556,                   1,               0.995,             0.78254,            0.022942,           0.0033661,           0.0032883,           0.0076339,           0.0076339,           0.0076339
                 241,            0.025979,           0.0075951,           0.0062715,             0.99059,              0.9984,               0.995,             0.81214,            0.017119,           0.0032139,           0.0032927,            0.007624,            0.007624,            0.007624
                 242,            0.023427,           0.0073648,           0.0079446,             0.99573,              0.9854,               0.995,             0.73934,            0.021448,           0.0034102,           0.0034612,           0.0076141,           0.0076141,           0.0076141
                 243,            0.026664,           0.0077168,           0.0070429,             0.99529,             0.98543,               0.995,             0.83049,            0.018069,           0.0033184,           0.0034786,           0.0076042,           0.0076042,           0.0076042
                 244,            0.023165,           0.0072092,            0.011576,             0.99252,             0.98463,               0.995,             0.83417,            0.017777,            0.003345,           0.0036118,           0.0075943,           0.0075943,           0.0075943
                 245,            0.022062,           0.0067587,           0.0076397,             0.99473,                   1,               0.995,             0.78128,            0.023175,           0.0035802,           0.0030518,           0.0075844,           0.0075844,           0.0075844
                 246,             0.02953,           0.0072917,           0.0054247,             0.99525,                   1,               0.995,             0.77799,            0.017713,           0.0033916,           0.0030475,           0.0075745,           0.0075745,           0.0075745
                 247,            0.022551,           0.0084041,           0.0090265,             0.99519,                   1,               0.995,             0.83473,            0.017304,           0.0032688,           0.0029357,           0.0075646,           0.0075646,           0.0075646
                 248,             0.02713,           0.0077471,           0.0062783,             0.99544,                   1,               0.995,             0.77887,            0.018693,           0.0032963,           0.0029497,           0.0075547,           0.0075547,           0.0075547
                 249,            0.025289,           0.0077996,             0.00672,             0.99546,                   1,               0.995,             0.81431,            0.017519,           0.0033496,             0.00293,           0.0075448,           0.0075448,           0.0075448
                 250,              0.0236,           0.0064522,           0.0067977,             0.99565,                   1,               0.995,             0.75781,            0.019451,           0.0033357,            0.002965,           0.0075349,           0.0075349,           0.0075349
                 251,            0.021987,           0.0080249,           0.0069844,             0.99441,                   1,               0.995,             0.84717,            0.017631,           0.0033352,           0.0030645,            0.007525,            0.007525,            0.007525
                 252,            0.024362,           0.0075614,           0.0058205,             0.99172,                   1,               0.995,             0.78694,            0.020882,           0.0034327,           0.0032495,           0.0075151,           0.0075151,           0.0075151
                 253,            0.024296,           0.0069628,           0.0057966,             0.94671,             0.99838,               0.995,             0.77802,            0.018738,           0.0035086,           0.0041971,           0.0075052,           0.0075052,           0.0075052
                 254,            0.024496,           0.0081378,           0.0085079,             0.94681,             0.97571,               0.995,             0.82896,            0.016027,           0.0033974,           0.0057914,           0.0074953,           0.0074953,           0.0074953
                 255,            0.024291,           0.0078317,            0.006824,             0.89008,             0.93548,             0.99421,             0.78143,            0.019952,            0.003503,            0.016107,           0.0074854,           0.0074854,           0.0074854
                 256,            0.027716,             0.00778,           0.0089695,             0.80923,             0.90479,             0.96596,             0.75004,            0.017309,           0.0037224,            0.029725,           0.0074755,           0.0074755,           0.0074755
                 257,              0.0215,           0.0073376,            0.013198,             0.92947,             0.96415,             0.98958,             0.80205,            0.019445,           0.0035846,           0.0089148,           0.0074656,           0.0074656,           0.0074656
                 258,            0.024411,           0.0078906,           0.0064195,             0.97873,             0.98415,             0.99421,             0.75921,            0.019705,           0.0034674,           0.0047851,           0.0074557,           0.0074557,           0.0074557
                 259,            0.024934,           0.0070019,           0.0073444,             0.99591,                   1,               0.995,             0.79402,            0.017744,           0.0033196,           0.0030202,           0.0074458,           0.0074458,           0.0074458
                 260,            0.022245,           0.0072167,           0.0071796,             0.99685,                   1,               0.995,             0.76128,            0.022302,           0.0035806,           0.0029745,           0.0074359,           0.0074359,           0.0074359
                 261,            0.027002,           0.0074402,           0.0058444,             0.99576,                   1,               0.995,             0.79421,            0.018827,           0.0033477,           0.0029144,            0.007426,            0.007426,            0.007426
                 262,            0.022736,              0.0065,           0.0077579,             0.99598,                   1,               0.995,             0.81059,            0.018073,           0.0033486,           0.0029496,           0.0074161,           0.0074161,           0.0074161
                 263,             0.02232,           0.0068825,           0.0053941,             0.99595,                   1,               0.995,             0.78559,            0.018517,           0.0034329,           0.0030015,           0.0074062,           0.0074062,           0.0074062
                 264,            0.023078,           0.0068469,           0.0068052,             0.99459,                   1,               0.995,             0.78708,            0.018523,           0.0033585,           0.0031275,           0.0073963,           0.0073963,           0.0073963
                 265,            0.022568,           0.0071846,           0.0083006,              0.9919,             0.99968,               0.995,             0.79443,            0.019593,           0.0034072,           0.0029159,           0.0073864,           0.0073864,           0.0073864
                 266,            0.026346,           0.0064295,           0.0073529,             0.99365,                   1,               0.995,             0.78729,            0.019961,           0.0033476,            0.002771,           0.0073765,           0.0073765,           0.0073765
                 267,            0.024541,            0.007755,           0.0072415,             0.99439,                   1,               0.995,             0.80682,            0.020551,           0.0032626,           0.0028028,           0.0073666,           0.0073666,           0.0073666
                 268,            0.028644,           0.0080333,           0.0054332,             0.99515,                   1,               0.995,              0.8479,            0.018367,           0.0032668,           0.0027233,           0.0073567,           0.0073567,           0.0073567
                 269,            0.022402,           0.0083787,           0.0059037,             0.99646,                   1,               0.995,             0.76223,            0.023015,           0.0033774,           0.0028025,           0.0073468,           0.0073468,           0.0073468
                 270,            0.030736,           0.0074656,           0.0064836,             0.99612,                   1,               0.995,             0.80604,            0.017342,           0.0031371,           0.0027941,           0.0073369,           0.0073369,           0.0073369
                 271,            0.021896,           0.0081229,           0.0069054,             0.99598,                   1,               0.995,             0.82861,            0.018707,           0.0032148,           0.0028837,            0.007327,            0.007327,            0.007327
                 272,            0.026304,           0.0081646,           0.0065584,             0.99629,                   1,               0.995,             0.77632,            0.018489,           0.0032528,           0.0028545,           0.0073171,           0.0073171,           0.0073171
                 273,            0.024491,           0.0069661,            0.005124,             0.99536,                   1,               0.995,             0.79469,            0.023161,           0.0034141,           0.0029821,           0.0073072,           0.0073072,           0.0073072
                 274,            0.025754,           0.0079636,           0.0052789,             0.99499,                   1,               0.995,             0.75683,            0.017606,           0.0034637,            0.002917,           0.0072973,           0.0072973,           0.0072973
                 275,            0.026141,           0.0076301,           0.0065653,             0.99487,                   1,               0.995,              0.7917,            0.020926,            0.003417,           0.0029017,           0.0072874,           0.0072874,           0.0072874
                 276,            0.021667,           0.0072292,            0.010261,             0.99567,                   1,               0.995,             0.82952,            0.013937,            0.003154,           0.0027758,           0.0072775,           0.0072775,           0.0072775
                 277,            0.023183,           0.0087349,           0.0077525,             0.99616,                   1,               0.995,             0.80382,            0.018013,           0.0032331,           0.0028038,           0.0072676,           0.0072676,           0.0072676
                 278,            0.026582,           0.0073733,           0.0077912,             0.99655,                   1,               0.995,             0.72344,            0.018992,           0.0033955,           0.0028056,           0.0072577,           0.0072577,           0.0072577
                 279,             0.02638,           0.0082228,            0.006624,             0.99507,                   1,               0.995,             0.81294,            0.019217,           0.0031559,           0.0029535,           0.0072478,           0.0072478,           0.0072478
                 280,            0.024265,           0.0082576,           0.0067802,              0.9951,                   1,               0.995,             0.81355,             0.01771,           0.0032015,           0.0029762,           0.0072379,           0.0072379,           0.0072379
                 281,            0.024536,           0.0076227,           0.0067421,             0.99595,                   1,               0.995,             0.84034,            0.014575,           0.0031295,           0.0030033,            0.007228,            0.007228,            0.007228
                 282,            0.021931,           0.0074509,           0.0065014,             0.99511,                   1,               0.995,             0.77061,            0.016951,           0.0032286,           0.0031254,           0.0072181,           0.0072181,           0.0072181
                 283,            0.023485,           0.0067842,           0.0049236,             0.99311,                   1,               0.995,             0.82953,            0.016866,           0.0032614,           0.0032397,           0.0072082,           0.0072082,           0.0072082
                 284,            0.023789,            0.007122,            0.004899,             0.99447,                   1,               0.995,             0.79839,            0.016358,           0.0031413,           0.0031278,           0.0071983,           0.0071983,           0.0071983
                 285,             0.02231,           0.0062213,           0.0089511,             0.99496,                   1,               0.995,             0.80856,            0.016086,           0.0032178,           0.0031896,           0.0071884,           0.0071884,           0.0071884
                 286,            0.021744,           0.0068167,           0.0066884,             0.99597,                   1,               0.995,             0.81264,            0.019793,           0.0033048,           0.0031498,           0.0071785,           0.0071785,           0.0071785
                 287,             0.02748,           0.0079765,           0.0080206,             0.99608,                   1,               0.995,             0.83072,            0.017209,           0.0031674,           0.0031515,           0.0071686,           0.0071686,           0.0071686
                 288,            0.022757,           0.0067645,           0.0051338,             0.99631,                   1,               0.995,             0.78228,            0.016828,           0.0032769,           0.0030915,           0.0071587,           0.0071587,           0.0071587
                 289,            0.024246,           0.0085014,           0.0076449,             0.99217,                   1,               0.995,             0.83945,            0.015771,           0.0031053,           0.0032654,           0.0071488,           0.0071488,           0.0071488
                 290,            0.021667,            0.007328,           0.0078244,             0.99476,                   1,               0.995,             0.79302,            0.020185,           0.0031735,           0.0031181,           0.0071389,           0.0071389,           0.0071389
                 291,            0.028315,           0.0075542,           0.0079787,             0.99391,                   1,               0.995,              0.8762,            0.017375,           0.0031251,           0.0031514,            0.007129,            0.007129,            0.007129
                 292,            0.023169,           0.0078532,           0.0092926,             0.99449,                   1,               0.995,             0.81107,            0.017444,           0.0031691,           0.0030948,           0.0071191,           0.0071191,           0.0071191
                 293,            0.023256,           0.0072424,           0.0070307,             0.99616,                   1,               0.995,             0.79873,            0.016638,           0.0032399,           0.0030242,           0.0071092,           0.0071092,           0.0071092
                 294,            0.022409,           0.0070719,           0.0076412,             0.99533,                   1,               0.995,             0.86304,             0.01554,           0.0030152,             0.00292,           0.0070993,           0.0070993,           0.0070993
                 295,            0.022886,           0.0076022,           0.0079351,             0.99524,                   1,               0.995,             0.77562,            0.019643,           0.0033162,            0.002867,           0.0070894,           0.0070894,           0.0070894
                 296,            0.029575,           0.0076333,           0.0063936,             0.99548,                   1,               0.995,              0.8614,             0.01578,           0.0030343,           0.0028152,           0.0070795,           0.0070795,           0.0070795
                 297,            0.019792,           0.0079672,           0.0074248,             0.99555,                   1,               0.995,             0.76652,            0.018842,           0.0032381,           0.0028114,           0.0070696,           0.0070696,           0.0070696
                 298,            0.027374,           0.0071515,           0.0055819,             0.99564,                   1,               0.995,             0.84424,            0.017035,           0.0030657,           0.0028697,           0.0070597,           0.0070597,           0.0070597
                 299,            0.023044,           0.0074564,           0.0072631,             0.99536,                   1,               0.995,             0.80241,            0.017139,            0.003109,           0.0029714,           0.0070498,           0.0070498,           0.0070498
                 300,            0.024748,           0.0080574,           0.0055111,             0.99289,                   1,               0.995,              0.8492,            0.014689,           0.0030256,           0.0033558,           0.0070399,           0.0070399,           0.0070399
                 301,            0.023648,           0.0069009,           0.0075845,             0.99518,                   1,               0.995,             0.82035,            0.020691,           0.0031743,           0.0029646,             0.00703,             0.00703,             0.00703
                 302,            0.021741,           0.0075064,           0.0073877,             0.99499,                   1,               0.995,             0.86308,            0.018392,           0.0030971,           0.0029466,           0.0070201,           0.0070201,           0.0070201
                 303,            0.024271,           0.0082193,           0.0084254,             0.99529,                   1,               0.995,             0.75948,             0.01766,           0.0031444,           0.0026529,           0.0070102,           0.0070102,           0.0070102
                 304,            0.022876,           0.0061758,           0.0057944,             0.99588,                   1,               0.995,             0.83883,             0.01631,           0.0031298,           0.0025887,           0.0070003,           0.0070003,           0.0070003
                 305,            0.024925,           0.0077678,            0.005717,             0.99614,                   1,               0.995,             0.81666,            0.019953,           0.0031709,           0.0025717,           0.0069904,           0.0069904,           0.0069904
                 306,            0.023632,           0.0077272,           0.0057411,              0.9963,                   1,               0.995,             0.83295,             0.01607,           0.0030677,           0.0025417,           0.0069805,           0.0069805,           0.0069805
                 307,            0.022846,           0.0071168,           0.0056787,             0.99618,                   1,               0.995,             0.77568,            0.021085,           0.0032483,           0.0024993,           0.0069706,           0.0069706,           0.0069706
                 308,            0.023815,           0.0077018,           0.0052884,             0.99599,                   1,               0.995,             0.81481,            0.016455,           0.0030766,            0.002467,           0.0069607,           0.0069607,           0.0069607
                 309,            0.022889,           0.0074615,           0.0070282,             0.99593,                   1,               0.995,             0.80197,            0.016503,           0.0031507,           0.0024437,           0.0069508,           0.0069508,           0.0069508
                 310,            0.020857,           0.0068112,           0.0054695,             0.99608,                   1,               0.995,             0.76223,            0.016467,           0.0031717,            0.002439,           0.0069409,           0.0069409,           0.0069409
                 311,            0.023433,           0.0065079,           0.0075087,             0.99662,                   1,               0.995,             0.84761,            0.020794,           0.0030039,           0.0024678,            0.006931,            0.006931,            0.006931
                 312,            0.021426,            0.006944,           0.0063846,             0.99669,                   1,               0.995,             0.78716,            0.016193,           0.0031198,           0.0024802,           0.0069211,           0.0069211,           0.0069211
                 313,            0.023526,           0.0066119,           0.0072461,              0.9963,                   1,               0.995,             0.85241,            0.020066,            0.003104,           0.0025182,           0.0069112,           0.0069112,           0.0069112
                 314,            0.021053,           0.0071134,           0.0070126,             0.99484,                   1,               0.995,             0.72784,            0.018539,           0.0032104,           0.0026117,           0.0069013,           0.0069013,           0.0069013
                 315,            0.022249,           0.0075151,           0.0057989,             0.99588,                   1,               0.995,             0.84244,            0.015118,             0.00312,           0.0026791,           0.0068914,           0.0068914,           0.0068914
                 316,            0.021508,           0.0070508,           0.0064335,             0.99561,                   1,               0.995,             0.82475,            0.013629,           0.0030641,           0.0026526,           0.0068815,           0.0068815,           0.0068815
                 317,            0.018141,           0.0077004,            0.006674,             0.99676,                   1,               0.995,              0.7723,            0.016308,           0.0031803,           0.0025375,           0.0068716,           0.0068716,           0.0068716
                 318,            0.024263,           0.0074049,           0.0050048,             0.99611,                   1,               0.995,             0.85565,            0.015755,            0.003033,             0.00253,           0.0068617,           0.0068617,           0.0068617
                 319,            0.020124,            0.006331,            0.006677,             0.99615,                   1,               0.995,             0.73458,            0.016985,           0.0032526,           0.0025508,           0.0068518,           0.0068518,           0.0068518
                 320,            0.021326,           0.0062788,           0.0052468,             0.99591,                   1,               0.995,             0.84849,            0.016486,           0.0030507,           0.0025281,           0.0068419,           0.0068419,           0.0068419
                 321,            0.022928,           0.0070804,           0.0077691,             0.99614,                   1,               0.995,             0.82264,            0.015866,            0.003095,           0.0025329,            0.006832,            0.006832,            0.006832
                 322,            0.023201,           0.0065856,           0.0090563,             0.99687,                   1,               0.995,             0.83024,            0.019377,           0.0031121,           0.0025206,           0.0068221,           0.0068221,           0.0068221
                 323,            0.022907,           0.0059304,           0.0052325,             0.99655,                   1,               0.995,             0.83792,            0.016635,            0.003123,           0.0025521,           0.0068122,           0.0068122,           0.0068122
                 324,            0.024436,            0.007273,           0.0088589,             0.99666,                   1,               0.995,             0.83634,            0.013988,           0.0029812,           0.0025939,           0.0068023,           0.0068023,           0.0068023
                 325,            0.018306,           0.0059544,           0.0065237,             0.99586,                   1,               0.995,             0.84847,            0.021903,             0.00304,           0.0024857,           0.0067924,           0.0067924,           0.0067924
                 326,            0.025068,           0.0077109,           0.0053154,             0.99591,                   1,               0.995,             0.83662,            0.015757,           0.0029978,           0.0024675,           0.0067825,           0.0067825,           0.0067825
                 327,            0.025364,           0.0077957,           0.0080279,              0.9963,                   1,               0.995,             0.82374,            0.019969,           0.0030532,            0.002574,           0.0067726,           0.0067726,           0.0067726
                 328,            0.023841,            0.007684,           0.0063527,             0.99614,                   1,               0.995,              0.8309,             0.01605,           0.0030313,           0.0025434,           0.0067627,           0.0067627,           0.0067627
                 329,            0.024312,           0.0079635,           0.0063916,             0.99633,                   1,               0.995,             0.85364,            0.017365,           0.0029713,           0.0026535,           0.0067528,           0.0067528,           0.0067528
                 330,            0.022853,           0.0071059,           0.0063155,             0.99295,             0.99871,               0.995,             0.85264,            0.016022,             0.00309,           0.0028074,           0.0067429,           0.0067429,           0.0067429
                 331,            0.022424,           0.0070415,             0.00874,             0.98277,             0.98459,               0.995,             0.84452,            0.016532,           0.0030637,           0.0035969,            0.006733,            0.006733,            0.006733
                 332,            0.022117,           0.0066176,           0.0065296,             0.96369,             0.96983,               0.995,             0.84241,            0.016556,           0.0032475,           0.0051435,           0.0067231,           0.0067231,           0.0067231
                 333,            0.024544,            0.007106,           0.0086293,             0.94475,             0.95061,               0.995,              0.8432,            0.017035,           0.0032322,           0.0073842,           0.0067132,           0.0067132,           0.0067132
                 334,            0.019857,           0.0064471,           0.0053018,             0.93224,              0.8657,             0.99421,             0.82571,            0.016032,           0.0033441,            0.011493,           0.0067033,           0.0067033,           0.0067033
                 335,            0.023076,            0.005917,           0.0078461,             0.96419,             0.97987,               0.995,             0.83606,            0.017243,            0.003222,           0.0046039,           0.0066934,           0.0066934,           0.0066934
                 336,            0.020714,           0.0074971,           0.0060993,             0.98714,             0.98501,               0.995,             0.84818,            0.015453,           0.0032326,           0.0035826,           0.0066835,           0.0066835,           0.0066835
                 337,            0.024099,           0.0078492,           0.0081516,             0.98697,             0.99777,               0.995,             0.85149,            0.018345,           0.0032222,           0.0031927,           0.0066736,           0.0066736,           0.0066736
                 338,             0.02073,           0.0068482,           0.0053621,             0.99402,                   1,               0.995,             0.81901,            0.015738,           0.0032533,           0.0029902,           0.0066637,           0.0066637,           0.0066637
                 339,            0.022925,            0.007015,           0.0056596,             0.99541,                   1,               0.995,             0.85147,            0.015733,           0.0031751,           0.0029076,           0.0066538,           0.0066538,           0.0066538
                 340,            0.020687,           0.0076602,           0.0050487,             0.99489,                   1,               0.995,              0.8062,            0.018657,           0.0033522,           0.0029539,           0.0066439,           0.0066439,           0.0066439
                 341,            0.025036,           0.0076126,           0.0050235,             0.99443,                   1,               0.995,             0.81551,            0.015479,           0.0032401,           0.0028982,            0.006634,            0.006634,            0.006634
                 342,            0.021067,           0.0068804,           0.0087595,             0.99447,                   1,               0.995,             0.84899,             0.01624,           0.0031698,           0.0028716,           0.0066241,           0.0066241,           0.0066241
                 343,            0.023637,           0.0066275,            0.004644,             0.99412,                   1,               0.995,              0.8173,            0.016446,           0.0031903,           0.0026687,           0.0066142,           0.0066142,           0.0066142
                 344,             0.02121,           0.0078769,           0.0047949,              0.9917,                   1,               0.995,             0.82792,            0.015509,           0.0030642,           0.0026743,           0.0066043,           0.0066043,           0.0066043
                 345,            0.022261,           0.0074974,           0.0068116,             0.99251,             0.98425,               0.995,             0.85446,            0.016503,           0.0029748,           0.0031514,           0.0065944,           0.0065944,           0.0065944
                 346,             0.02236,           0.0066714,           0.0055452,             0.98242,             0.98361,               0.995,             0.84702,            0.015879,           0.0030299,           0.0035787,           0.0065845,           0.0065845,           0.0065845
                 347,             0.02216,           0.0068677,           0.0060249,             0.98249,             0.98403,               0.995,             0.85318,            0.015374,           0.0030275,           0.0035389,           0.0065746,           0.0065746,           0.0065746
                 348,            0.021021,           0.0066145,           0.0071556,             0.98714,             0.98434,               0.995,             0.83954,            0.017941,           0.0030518,           0.0032862,           0.0065647,           0.0065647,           0.0065647
                 349,            0.020877,           0.0068914,           0.0060104,             0.98805,             0.98457,               0.995,             0.87021,            0.016331,           0.0031258,           0.0032022,           0.0065548,           0.0065548,           0.0065548
                 350,            0.021352,           0.0076938,           0.0056042,             0.98159,             0.98443,               0.995,             0.85043,            0.017576,           0.0030187,           0.0035224,           0.0065449,           0.0065449,           0.0065449
