               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 497,            0.019455,           0.0063913,            0.004467,             0.99635,                   1,               0.995,             0.85666,             0.01276,            0.002836,           0.0018138,           0.0050896,           0.0050896,           0.0050896
                 498,            0.020437,           0.0072493,           0.0038118,             0.99557,                   1,               0.995,             0.88304,            0.011311,           0.0027657,           0.0018547,           0.0050797,           0.0050797,           0.0050797
                 499,            0.018907,           0.0059826,           0.0064437,             0.99595,                   1,               0.995,             0.83252,            0.012032,           0.0028138,           0.0018097,           0.0050698,           0.0050698,           0.0050698
                 500,            0.017302,           0.0063067,           0.0048909,              0.9962,                   1,               0.995,             0.88847,            0.011863,           0.0028143,           0.0017889,           0.0050599,           0.0050599,           0.0050599
                 501,            0.020115,           0.0062568,           0.0038152,             0.99606,                   1,               0.995,             0.86782,             0.01164,             0.00274,           0.0017733,             0.00505,             0.00505,             0.00505
                 502,            0.017798,           0.0054066,           0.0044214,               0.996,                   1,               0.995,             0.87373,            0.014418,           0.0028071,           0.0017776,           0.0050401,           0.0050401,           0.0050401
                 503,            0.018816,           0.0053443,           0.0060682,             0.99582,                   1,               0.995,             0.89077,            0.010368,           0.0027533,           0.0017831,           0.0050302,           0.0050302,           0.0050302
                 504,            0.017277,           0.0063687,           0.0080092,             0.99617,                   1,               0.995,             0.88195,            0.014394,           0.0028257,           0.0017904,           0.0050203,           0.0050203,           0.0050203
                 505,            0.018259,            0.006312,           0.0040002,             0.99606,                   1,               0.995,             0.86151,            0.011529,           0.0027649,           0.0017792,           0.0050104,           0.0050104,           0.0050104
                 506,            0.018804,           0.0069479,           0.0051574,             0.99556,                   1,               0.995,             0.89446,             0.01203,           0.0026989,           0.0018144,           0.0050005,           0.0050005,           0.0050005
                 507,            0.016238,           0.0054854,           0.0075343,             0.99552,                   1,               0.995,             0.86309,            0.013005,           0.0027766,           0.0018117,           0.0049906,           0.0049906,           0.0049906
                 508,            0.018441,           0.0061989,           0.0031359,             0.99548,                   1,               0.995,             0.89542,            0.013542,           0.0027477,           0.0018212,           0.0049807,           0.0049807,           0.0049807
                 509,            0.019039,           0.0060612,           0.0047014,              0.9951,                   1,               0.995,             0.85846,            0.012286,           0.0027835,           0.0018064,           0.0049708,           0.0049708,           0.0049708
                 510,            0.018034,           0.0052436,           0.0046558,             0.99501,                   1,               0.995,             0.89605,            0.011933,           0.0026455,            0.001812,           0.0049609,           0.0049609,           0.0049609
                 511,            0.017673,           0.0068611,           0.0037868,               0.995,                   1,               0.995,             0.87055,             0.01134,           0.0026989,           0.0017935,            0.004951,            0.004951,            0.004951
                 512,            0.017483,           0.0059866,            0.004773,             0.99501,                   1,               0.995,             0.88289,            0.013613,            0.002734,           0.0018023,           0.0049411,           0.0049411,           0.0049411
                 513,            0.019767,            0.007125,           0.0047549,             0.99513,                   1,               0.995,             0.89695,            0.010358,           0.0026439,           0.0017923,           0.0049312,           0.0049312,           0.0049312
                 514,            0.017902,           0.0057266,           0.0039837,             0.99538,                   1,               0.995,             0.89766,            0.014667,           0.0027228,            0.001778,           0.0049213,           0.0049213,           0.0049213
                 515,            0.020523,           0.0057504,            0.004749,             0.99547,                   1,               0.995,             0.84872,            0.012983,           0.0028193,           0.0017442,           0.0049114,           0.0049114,           0.0049114
                 516,            0.019347,            0.005751,           0.0040951,             0.99573,                   1,               0.995,              0.8797,            0.012962,           0.0026834,           0.0017454,           0.0049015,           0.0049015,           0.0049015
                 517,             0.01804,           0.0057858,           0.0041135,             0.99599,                   1,               0.995,             0.85824,            0.011423,           0.0027041,           0.0017288,           0.0048916,           0.0048916,           0.0048916
                 518,            0.019298,           0.0066732,           0.0065907,             0.99616,                   1,               0.995,             0.89258,            0.011137,           0.0026467,            0.001727,           0.0048817,           0.0048817,           0.0048817
                 519,             0.01794,           0.0062625,           0.0044608,             0.99594,                   1,               0.995,             0.84469,            0.012863,           0.0028217,           0.0017004,           0.0048718,           0.0048718,           0.0048718
                 520,            0.019821,           0.0068912,           0.0032091,             0.99597,                   1,               0.995,             0.89148,            0.011739,           0.0026003,           0.0016939,           0.0048619,           0.0048619,           0.0048619
                 521,            0.017255,           0.0059876,           0.0063904,             0.99604,                   1,               0.995,             0.88394,             0.01191,           0.0027171,            0.001675,            0.004852,            0.004852,            0.004852
                 522,            0.017756,           0.0055285,           0.0032501,             0.99606,                   1,               0.995,             0.89321,            0.014962,           0.0027432,           0.0016712,           0.0048421,           0.0048421,           0.0048421
                 523,            0.019592,           0.0067064,           0.0041477,             0.99622,                   1,               0.995,             0.89075,            0.011709,           0.0026658,           0.0016623,           0.0048322,           0.0048322,           0.0048322
                 524,            0.017223,           0.0065934,           0.0040858,             0.99661,                   1,               0.995,             0.85903,            0.015962,           0.0027276,           0.0016635,           0.0048223,           0.0048223,           0.0048223
                 525,            0.018592,           0.0054304,           0.0041397,             0.99667,                   1,               0.995,              0.8952,            0.011963,           0.0026141,           0.0016405,           0.0048124,           0.0048124,           0.0048124
                 526,            0.015998,           0.0057373,           0.0035772,             0.99664,                   1,               0.995,             0.86146,            0.016608,           0.0027741,           0.0016492,           0.0048025,           0.0048025,           0.0048025
                 527,            0.019659,            0.005991,           0.0039827,             0.99667,                   1,               0.995,             0.89988,            0.012158,           0.0026662,           0.0016311,           0.0047926,           0.0047926,           0.0047926
                 528,            0.017573,           0.0063793,           0.0044978,              0.9967,                   1,               0.995,             0.87769,            0.015015,           0.0026722,           0.0016228,           0.0047827,           0.0047827,           0.0047827
                 529,            0.018101,           0.0060104,           0.0034861,             0.99659,                   1,               0.995,             0.88327,            0.012486,             0.00273,            0.001604,           0.0047728,           0.0047728,           0.0047728
                 530,            0.018893,           0.0077708,           0.0055152,             0.99637,                   1,               0.995,             0.90252,            0.011145,           0.0025837,           0.0016067,           0.0047629,           0.0047629,           0.0047629
                 531,            0.016315,           0.0061374,           0.0033623,             0.99701,                   1,               0.995,             0.87775,            0.012115,           0.0027196,           0.0015907,            0.004753,            0.004753,            0.004753
                 532,            0.020045,           0.0075975,           0.0040461,             0.99687,                   1,               0.995,             0.88901,            0.011081,           0.0025775,           0.0016018,           0.0047431,           0.0047431,           0.0047431
                 533,            0.017119,           0.0059626,           0.0047448,             0.99686,                   1,               0.995,             0.87021,            0.012558,           0.0026794,           0.0015779,           0.0047332,           0.0047332,           0.0047332
                 534,            0.019006,           0.0059087,           0.0028219,             0.99687,                   1,               0.995,             0.89707,            0.010819,           0.0026154,             0.00159,           0.0047233,           0.0047233,           0.0047233
                 535,            0.019101,           0.0065693,           0.0042416,             0.99686,                   1,               0.995,             0.87408,            0.012012,           0.0026551,           0.0015894,           0.0047134,           0.0047134,           0.0047134
                 536,            0.017189,           0.0061862,           0.0036965,             0.99667,                   1,               0.995,             0.88075,            0.011524,           0.0026464,           0.0015942,           0.0047035,           0.0047035,           0.0047035
                 537,            0.018224,           0.0068578,            0.002681,             0.99681,                   1,               0.995,             0.88982,            0.011072,            0.002615,           0.0015971,           0.0046936,           0.0046936,           0.0046936
                 538,            0.017942,           0.0066666,           0.0026479,             0.99642,                   1,               0.995,             0.88573,            0.012431,           0.0025834,           0.0016153,           0.0046837,           0.0046837,           0.0046837
                 539,            0.018115,           0.0065527,           0.0036956,             0.99611,                   1,               0.995,             0.87792,            0.010279,           0.0026148,           0.0016196,           0.0046738,           0.0046738,           0.0046738
                 540,            0.016351,            0.006099,           0.0034712,              0.9958,                   1,               0.995,             0.89369,            0.010715,           0.0025679,           0.0016448,           0.0046639,           0.0046639,           0.0046639
                 541,            0.016498,           0.0060259,           0.0039511,             0.99579,                   1,               0.995,              0.8427,            0.012569,           0.0027441,           0.0016599,            0.004654,            0.004654,            0.004654
                 542,            0.017942,           0.0053259,           0.0030852,              0.9958,                   1,               0.995,             0.88915,            0.012911,           0.0025858,           0.0016923,           0.0046441,           0.0046441,           0.0046441
                 543,            0.018035,            0.005738,           0.0037758,             0.99593,                   1,               0.995,             0.87437,            0.011366,           0.0026511,           0.0017065,           0.0046342,           0.0046342,           0.0046342
                 544,            0.017117,           0.0068616,            0.003692,             0.99599,                   1,               0.995,             0.87627,            0.011895,           0.0026464,           0.0017176,           0.0046243,           0.0046243,           0.0046243
                 545,            0.019877,           0.0069761,           0.0058072,             0.99629,                   1,               0.995,             0.88397,            0.011778,            0.002586,           0.0017167,           0.0046144,           0.0046144,           0.0046144
                 546,            0.016846,           0.0054144,           0.0037731,             0.99633,                   1,               0.995,             0.86779,            0.012846,           0.0027336,           0.0017266,           0.0046045,           0.0046045,           0.0046045
                 547,            0.018246,           0.0069902,           0.0046949,             0.99647,                   1,               0.995,             0.88749,            0.010702,            0.002493,           0.0017207,           0.0045946,           0.0045946,           0.0045946
                 548,            0.015913,           0.0066525,           0.0059294,             0.99649,                   1,               0.995,              0.8934,            0.013916,           0.0025544,           0.0016928,           0.0045847,           0.0045847,           0.0045847
                 549,            0.019302,           0.0056122,           0.0041822,             0.99647,                   1,               0.995,             0.88074,             0.01098,           0.0024811,           0.0016879,           0.0045748,           0.0045748,           0.0045748
                 550,            0.017124,           0.0069693,           0.0030492,             0.99642,                   1,               0.995,              0.8854,            0.012769,           0.0025545,           0.0016968,           0.0045649,           0.0045649,           0.0045649
                 551,            0.018873,           0.0064336,           0.0035031,             0.99639,                   1,               0.995,             0.88071,            0.010871,           0.0025519,           0.0016925,            0.004555,            0.004555,            0.004555
                 552,            0.017769,           0.0056837,           0.0033134,             0.99641,                   1,               0.995,             0.89759,            0.013346,            0.002635,           0.0016957,           0.0045451,           0.0045451,           0.0045451
                 553,            0.017913,           0.0061382,           0.0027533,             0.99639,                   1,               0.995,             0.87243,            0.011774,           0.0026142,           0.0016875,           0.0045352,           0.0045352,           0.0045352
                 554,            0.016674,           0.0057968,           0.0029446,             0.99629,                   1,               0.995,             0.88581,            0.013173,           0.0025994,            0.001682,           0.0045253,           0.0045253,           0.0045253
                 555,             0.01861,           0.0057309,           0.0036253,              0.9963,                   1,               0.995,             0.87206,            0.012515,           0.0026673,           0.0016639,           0.0045154,           0.0045154,           0.0045154
                 556,            0.017144,            0.006002,            0.005284,             0.99628,                   1,               0.995,              0.8994,            0.011198,           0.0026028,           0.0016777,           0.0045055,           0.0045055,           0.0045055
                 557,            0.016894,           0.0065052,           0.0034064,             0.99635,                   1,               0.995,             0.87155,            0.013625,           0.0026899,            0.001657,           0.0044956,           0.0044956,           0.0044956
                 558,            0.017727,           0.0054017,            0.003588,              0.9962,                   1,               0.995,             0.89542,            0.012384,            0.002649,           0.0016548,           0.0044857,           0.0044857,           0.0044857
                 559,            0.017191,           0.0057938,           0.0043294,             0.99624,                   1,               0.995,             0.87103,             0.01145,           0.0026397,           0.0016376,           0.0044758,           0.0044758,           0.0044758
                 560,             0.01636,           0.0073974,           0.0043993,              0.9961,                   1,               0.995,             0.89805,            0.010676,           0.0025893,           0.0016318,           0.0044659,           0.0044659,           0.0044659
                 561,            0.017178,            0.006268,           0.0028092,             0.99589,                   1,               0.995,             0.85195,            0.012964,           0.0027641,           0.0016114,            0.004456,            0.004456,            0.004456
                 562,            0.017496,           0.0067652,           0.0033044,             0.99568,                   1,               0.995,              0.8945,            0.011397,           0.0026523,           0.0016065,           0.0044461,           0.0044461,           0.0044461
                 563,            0.017055,           0.0062635,           0.0040886,             0.99573,                   1,               0.995,             0.85883,            0.014015,           0.0027483,           0.0016025,           0.0044362,           0.0044362,           0.0044362
                 564,            0.017813,           0.0051177,           0.0057975,             0.99571,                   1,               0.995,             0.86649,            0.012474,           0.0027237,           0.0016057,           0.0044263,           0.0044263,           0.0044263
                 565,             0.01629,           0.0053688,           0.0024864,             0.99576,                   1,               0.995,             0.89481,            0.012049,           0.0026347,           0.0015962,           0.0044164,           0.0044164,           0.0044164
                 566,            0.016644,            0.005766,           0.0034015,              0.9955,                   1,               0.995,             0.87985,            0.010947,           0.0025905,           0.0016036,           0.0044065,           0.0044065,           0.0044065
                 567,            0.015166,           0.0050712,           0.0031763,             0.99548,                   1,               0.995,             0.88627,            0.012307,           0.0027196,           0.0016009,           0.0043966,           0.0043966,           0.0043966
                 568,            0.018483,           0.0063784,           0.0037179,             0.99574,                   1,               0.995,             0.88956,            0.011876,           0.0025936,           0.0016084,           0.0043867,           0.0043867,           0.0043867
                 569,            0.014739,           0.0058931,           0.0026134,             0.99592,                   1,               0.995,             0.89951,            0.011384,           0.0026433,           0.0016186,           0.0043768,           0.0043768,           0.0043768
                 570,            0.017698,           0.0060577,           0.0028587,             0.99609,                   1,               0.995,             0.89449,            0.011543,           0.0026294,           0.0016273,           0.0043669,           0.0043669,           0.0043669
                 571,            0.016042,           0.0058276,           0.0028096,             0.99633,                   1,               0.995,             0.90445,            0.011706,           0.0026614,           0.0016273,            0.004357,            0.004357,            0.004357
                 572,            0.016614,           0.0049505,           0.0043911,             0.99635,                   1,               0.995,             0.88681,            0.014296,           0.0026959,           0.0016478,           0.0043471,           0.0043471,           0.0043471
                 573,            0.017469,           0.0064388,           0.0031729,             0.99643,                   1,               0.995,             0.90549,            0.011889,           0.0027046,           0.0016535,           0.0043372,           0.0043372,           0.0043372
                 574,            0.016672,           0.0059631,           0.0024936,             0.99644,                   1,               0.995,             0.86749,            0.014135,            0.002689,           0.0016762,           0.0043273,           0.0043273,           0.0043273
                 575,            0.016898,           0.0063942,           0.0032292,             0.99653,                   1,               0.995,             0.90211,            0.013286,           0.0025915,           0.0016923,           0.0043174,           0.0043174,           0.0043174
                 576,            0.016085,            0.006193,           0.0049196,              0.9966,                   1,               0.995,             0.88012,            0.011131,           0.0026203,           0.0017021,           0.0043075,           0.0043075,           0.0043075
                 577,            0.015748,           0.0063423,           0.0044002,             0.99656,                   1,               0.995,             0.89397,             0.01398,            0.002612,           0.0017101,           0.0042976,           0.0042976,           0.0042976
                 578,            0.016152,           0.0056669,           0.0026607,             0.99649,                   1,               0.995,              0.8905,            0.011207,           0.0025807,           0.0017166,           0.0042877,           0.0042877,           0.0042877
                 579,            0.016986,           0.0056296,           0.0038033,             0.99617,                   1,               0.995,             0.89653,            0.011644,           0.0025752,           0.0017152,           0.0042778,           0.0042778,           0.0042778
                 580,            0.015828,           0.0051846,           0.0037567,             0.99598,                   1,               0.995,             0.88623,            0.010418,           0.0025629,           0.0017138,           0.0042679,           0.0042679,           0.0042679
                 581,            0.014202,           0.0048993,           0.0025094,             0.99586,                   1,               0.995,             0.88713,            0.015101,           0.0026683,           0.0017221,            0.004258,            0.004258,            0.004258
                 582,            0.018026,           0.0058811,            0.003517,             0.99591,                   1,               0.995,              0.8831,             0.01227,           0.0025645,           0.0017089,           0.0042481,           0.0042481,           0.0042481
                 583,            0.015328,           0.0055969,             0.00448,             0.99588,                   1,               0.995,             0.89395,            0.011933,           0.0026315,           0.0017077,           0.0042382,           0.0042382,           0.0042382
                 584,             0.01641,           0.0058584,           0.0028877,             0.99585,                   1,               0.995,             0.85955,            0.012505,           0.0026462,           0.0016863,           0.0042283,           0.0042283,           0.0042283
                 585,            0.017393,            0.006886,           0.0034847,             0.99604,                   1,               0.995,              0.8829,            0.010748,           0.0026035,           0.0016873,           0.0042184,           0.0042184,           0.0042184
                 586,            0.015089,           0.0052829,            0.002716,             0.99607,                   1,               0.995,             0.86878,             0.01286,           0.0027007,           0.0016675,           0.0042085,           0.0042085,           0.0042085
                 587,            0.016404,           0.0064207,            0.002454,              0.9961,                   1,               0.995,             0.87952,            0.010707,           0.0026204,           0.0016564,           0.0041986,           0.0041986,           0.0041986
                 588,            0.015911,           0.0052872,           0.0032189,             0.99609,                   1,               0.995,             0.87081,            0.012693,           0.0027101,           0.0016298,           0.0041887,           0.0041887,           0.0041887
                 589,            0.018088,           0.0062577,           0.0041571,             0.99618,                   1,               0.995,             0.90552,            0.010544,           0.0024633,            0.001628,           0.0041788,           0.0041788,           0.0041788
                 590,            0.016768,           0.0062258,           0.0044316,              0.9962,                   1,               0.995,             0.85941,            0.012099,           0.0026551,           0.0016019,           0.0041689,           0.0041689,           0.0041689
                 591,            0.017036,           0.0061578,           0.0030616,             0.99633,                   1,               0.995,             0.88361,             0.01236,           0.0025355,           0.0016033,            0.004159,            0.004159,            0.004159
                 592,            0.015978,           0.0057586,            0.002588,             0.99647,                   1,               0.995,             0.89889,            0.010931,           0.0025283,           0.0015923,           0.0041491,           0.0041491,           0.0041491
                 593,            0.016735,           0.0064143,           0.0029224,             0.99634,                   1,               0.995,             0.89264,            0.012406,           0.0025085,            0.001595,           0.0041392,           0.0041392,           0.0041392
                 594,            0.017029,           0.0057945,           0.0031761,             0.99637,                   1,               0.995,              0.8926,            0.011024,           0.0025384,           0.0015701,           0.0041293,           0.0041293,           0.0041293
                 595,             0.01651,            0.006038,           0.0040791,             0.99641,                   1,               0.995,             0.89835,            0.012861,           0.0024965,           0.0015729,           0.0041194,           0.0041194,           0.0041194
                 596,            0.015995,           0.0065099,           0.0025113,             0.99661,                   1,               0.995,             0.86283,            0.011789,           0.0025743,           0.0015619,           0.0041095,           0.0041095,           0.0041095
                 597,            0.017963,           0.0075207,           0.0035675,             0.99667,                   1,               0.995,             0.89508,            0.011425,           0.0024532,           0.0015683,           0.0040996,           0.0040996,           0.0040996
                 598,            0.014436,           0.0063916,           0.0038555,             0.99664,                   1,               0.995,             0.86586,            0.013225,           0.0026721,            0.001555,           0.0040897,           0.0040897,           0.0040897
                 599,            0.019803,           0.0067323,           0.0031363,              0.9966,                   1,               0.995,             0.91837,            0.010033,           0.0024382,           0.0015494,           0.0040798,           0.0040798,           0.0040798
                 600,            0.013857,           0.0052853,           0.0043607,             0.99658,                   1,               0.995,             0.88317,            0.012339,           0.0026057,           0.0015486,           0.0040699,           0.0040699,           0.0040699
                 601,            0.015861,           0.0065875,           0.0027079,             0.99654,                   1,               0.995,             0.89716,            0.011758,           0.0024885,           0.0015409,             0.00406,             0.00406,             0.00406
                 602,            0.016994,           0.0060831,           0.0031683,             0.99659,                   1,               0.995,             0.90678,            0.011498,           0.0025473,           0.0015369,           0.0040501,           0.0040501,           0.0040501
                 603,            0.015883,           0.0066664,           0.0029818,             0.99627,                   1,               0.995,             0.89608,            0.012742,           0.0025389,           0.0015291,           0.0040402,           0.0040402,           0.0040402
                 604,            0.016982,           0.0050198,           0.0027495,              0.9964,                   1,               0.995,             0.89836,            0.011504,           0.0025907,           0.0015263,           0.0040303,           0.0040303,           0.0040303
                 605,            0.015808,           0.0055462,           0.0040299,             0.99654,                   1,               0.995,             0.90221,            0.010899,           0.0025359,           0.0015328,           0.0040204,           0.0040204,           0.0040204
                 606,            0.016187,           0.0064003,           0.0030212,             0.99675,                   1,               0.995,             0.86793,            0.011388,           0.0026433,           0.0015213,           0.0040105,           0.0040105,           0.0040105
                 607,            0.015116,           0.0052516,           0.0040112,             0.99647,                   1,               0.995,             0.90121,            0.012063,           0.0024629,           0.0015273,           0.0040006,           0.0040006,           0.0040006
                 608,            0.015297,           0.0063711,           0.0044579,             0.99658,                   1,               0.995,             0.90108,            0.011483,           0.0026309,           0.0015389,           0.0039907,           0.0039907,           0.0039907
                 609,            0.016799,           0.0054058,           0.0033477,             0.99647,                   1,               0.995,             0.89009,            0.013798,            0.002623,           0.0015445,           0.0039808,           0.0039808,           0.0039808
                 610,            0.015548,           0.0059758,           0.0041178,             0.99651,                   1,               0.995,             0.91248,            0.011394,           0.0025509,           0.0015568,           0.0039709,           0.0039709,           0.0039709
                 611,            0.014875,           0.0063468,           0.0038048,             0.99653,                   1,               0.995,              0.8609,            0.013464,           0.0027184,           0.0015681,            0.003961,            0.003961,            0.003961
                 612,            0.015141,           0.0060919,           0.0027924,             0.99654,                   1,               0.995,             0.90041,            0.011618,            0.002564,           0.0015695,           0.0039511,           0.0039511,           0.0039511
                 613,            0.015407,           0.0064674,           0.0046558,             0.99661,                   1,               0.995,             0.89259,            0.012109,           0.0026686,           0.0015726,           0.0039412,           0.0039412,           0.0039412
                 614,            0.015639,           0.0053784,           0.0032852,             0.99659,                   1,               0.995,             0.88778,            0.012349,           0.0025805,           0.0015616,           0.0039313,           0.0039313,           0.0039313
                 615,            0.017395,           0.0064435,            0.003572,             0.99614,                   1,               0.995,             0.91124,           0.0097545,            0.002466,           0.0015671,           0.0039214,           0.0039214,           0.0039214
                 616,            0.015096,           0.0055696,           0.0033395,             0.99584,                   1,               0.995,             0.88323,            0.012711,           0.0025894,           0.0015653,           0.0039115,           0.0039115,           0.0039115
                 617,            0.016848,           0.0057345,           0.0042329,             0.99586,                   1,               0.995,             0.91245,            0.010327,           0.0024854,           0.0015669,           0.0039016,           0.0039016,           0.0039016
                 618,            0.014681,           0.0057801,           0.0039055,             0.99583,                   1,               0.995,             0.89219,            0.011461,           0.0024894,            0.001554,           0.0038917,           0.0038917,           0.0038917
                 619,             0.01675,           0.0061205,           0.0051028,             0.99615,                   1,               0.995,             0.89338,            0.011399,           0.0025237,           0.0015576,           0.0038818,           0.0038818,           0.0038818
                 620,            0.014441,            0.006673,           0.0025399,             0.99631,                   1,               0.995,             0.90946,             0.01093,           0.0024964,           0.0015542,           0.0038719,           0.0038719,           0.0038719
                 621,            0.017237,           0.0058003,           0.0041922,             0.99624,                   1,               0.995,             0.90518,            0.010544,            0.002535,           0.0015649,            0.003862,            0.003862,            0.003862
                 622,            0.014613,           0.0057398,           0.0029861,             0.99637,                   1,               0.995,             0.90179,            0.011173,           0.0026363,           0.0015519,           0.0038521,           0.0038521,           0.0038521
                 623,            0.016009,           0.0063167,           0.0030009,             0.99634,                   1,               0.995,             0.89708,           0.0099472,           0.0025632,           0.0015626,           0.0038422,           0.0038422,           0.0038422
                 624,            0.015776,           0.0051348,           0.0041387,              0.9964,                   1,               0.995,              0.8915,            0.010316,            0.002618,            0.001575,           0.0038323,           0.0038323,           0.0038323
                 625,             0.01583,           0.0065795,           0.0043556,             0.99641,                   1,               0.995,             0.90092,            0.010583,           0.0025401,           0.0015689,           0.0038224,           0.0038224,           0.0038224
                 626,            0.014624,           0.0059876,           0.0035055,             0.99644,                   1,               0.995,             0.88759,            0.010862,           0.0026368,            0.001583,           0.0038125,           0.0038125,           0.0038125
                 627,             0.01614,           0.0057915,           0.0034765,             0.99635,                   1,               0.995,             0.90597,            0.010409,           0.0024873,           0.0015728,           0.0038026,           0.0038026,           0.0038026
                 628,            0.014699,           0.0052499,            0.002863,             0.99659,                   1,               0.995,             0.89237,            0.011173,           0.0026581,           0.0015792,           0.0037927,           0.0037927,           0.0037927
                 629,            0.016429,           0.0050463,           0.0039348,             0.99694,                   1,               0.995,             0.90931,           0.0098913,           0.0024472,           0.0015725,           0.0037828,           0.0037828,           0.0037828
                 630,            0.014762,           0.0057272,           0.0035467,             0.99697,                   1,               0.995,             0.88946,            0.010801,           0.0025749,           0.0015777,           0.0037729,           0.0037729,           0.0037729
                 631,            0.015802,           0.0066614,           0.0041799,             0.99663,                   1,               0.995,               0.904,           0.0094963,           0.0024687,           0.0015646,            0.003763,            0.003763,            0.003763
                 632,              0.0152,           0.0065161,           0.0043396,             0.99649,                   1,               0.995,             0.89184,            0.010105,           0.0024785,           0.0015619,           0.0037531,           0.0037531,           0.0037531
                 633,              0.0142,           0.0052075,           0.0027262,              0.9964,                   1,               0.995,             0.90812,             0.01332,           0.0024856,           0.0015303,           0.0037432,           0.0037432,           0.0037432
                 634,            0.016593,           0.0059281,           0.0027536,             0.99621,                   1,               0.995,             0.91122,           0.0097802,           0.0023982,           0.0015288,           0.0037333,           0.0037333,           0.0037333
                 635,            0.013679,           0.0045872,           0.0031277,             0.99611,                   1,               0.995,              0.9086,            0.012834,           0.0024437,           0.0015188,           0.0037234,           0.0037234,           0.0037234
                 636,            0.016204,           0.0054806,           0.0030094,             0.99598,                   1,               0.995,             0.89238,           0.0096261,           0.0024351,           0.0015095,           0.0037135,           0.0037135,           0.0037135
                 637,              0.0159,           0.0063034,            0.003616,             0.99588,                   1,               0.995,             0.90726,            0.010272,           0.0024041,           0.0015043,           0.0037036,           0.0037036,           0.0037036
                 638,            0.015561,           0.0051034,           0.0031938,             0.99572,                   1,               0.995,             0.90542,           0.0097388,           0.0023403,           0.0014917,           0.0036937,           0.0036937,           0.0036937
                 639,             0.01549,           0.0054552,           0.0030162,             0.99577,                   1,               0.995,             0.89726,            0.009712,           0.0024408,           0.0014885,           0.0036838,           0.0036838,           0.0036838
                 640,            0.014772,           0.0059433,           0.0024181,              0.9957,                   1,               0.995,             0.89507,            0.010653,           0.0024664,           0.0014763,           0.0036739,           0.0036739,           0.0036739
                 641,             0.01591,           0.0065414,           0.0026761,             0.99567,                   1,               0.995,             0.90842,           0.0095215,           0.0024311,           0.0014687,            0.003664,            0.003664,            0.003664
                 642,            0.015343,           0.0063894,            0.003216,             0.99557,                   1,               0.995,              0.8939,            0.010787,           0.0024351,           0.0014467,           0.0036541,           0.0036541,           0.0036541
                 643,             0.01624,            0.005956,           0.0033863,             0.99547,                   1,               0.995,             0.91104,           0.0098503,           0.0024034,           0.0014483,           0.0036442,           0.0036442,           0.0036442
                 644,            0.015405,           0.0060841,           0.0040485,             0.99552,                   1,               0.995,             0.90433,            0.010601,           0.0024691,           0.0014465,           0.0036343,           0.0036343,           0.0036343
                 645,            0.015171,           0.0066001,           0.0024261,             0.99561,                   1,               0.995,             0.91012,           0.0094793,           0.0024033,           0.0014508,           0.0036244,           0.0036244,           0.0036244
                 646,            0.016723,           0.0059841,           0.0056455,             0.99571,                   1,               0.995,             0.90713,           0.0093679,           0.0024518,           0.0014437,           0.0036145,           0.0036145,           0.0036145
                 647,            0.014045,           0.0053226,           0.0031171,             0.99591,                   1,               0.995,             0.90658,             0.01152,           0.0025505,           0.0014394,           0.0036046,           0.0036046,           0.0036046
                 648,            0.017154,           0.0059995,           0.0026335,             0.99603,                   1,               0.995,             0.89215,           0.0097368,           0.0024942,            0.001424,           0.0035947,           0.0035947,           0.0035947
                 649,            0.013422,           0.0050121,           0.0023617,             0.99588,                   1,               0.995,             0.90592,            0.011585,           0.0024189,            0.001409,           0.0035848,           0.0035848,           0.0035848
